,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,p_close,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction
994,1126,1645020000000.0,43637.5,43748.0,43265.0,43484.5,5999.263,261329680.3945,2022-02-16 14:00:00,0.0001,1.3e-05,20510.097,39.49,44148.86,43738.07,43943.47,44354.25,43532.68,44559.64,43327.29,29.36,126.17,-96.81,19.42,35.67,23.7,30.66,2273.3712857142864,234.11,458.97000000000116,193.88,-9.38,43980.0,43671.28,869.75,48.18000000000029,186.77999999999884,495.5,-30.509999999999998,9.490000000000002,-16.25,-96.81,PositionState,lower,43484.5,44202.0,0.0,-717.5,0.0,-717.5,-230.83333333333334,0
1014,1146,1645092000000.0,43220.0,43317.0,42924.0,43033.0,2793.124,120519252.004,2022-02-17 10:00:00,0.0001,-0.000456,20301.026,33.43,43991.33,43400.85,43696.09,44286.56,43105.62,44581.8,42810.38,-137.63,-52.07,-85.55,12.85,34.9,24.5,22.65,2431.296285714286,86.56,663.0899999999965,174.23,-0.42,43586.5,43235.68,1253.5599999999977,72.62000000000262,202.6800000000003,553.5,-36.57,3.4299999999999997,-22.049999999999997,-85.56,PositionState,lower,43033.0,40362.0,0.0,2671.0,3193.0,-193.0,2257.177777777778,0
1062,1194,1645264800000.0,39911.0,39960.5,39753.0,39942.5,2155.662,85918074.2485,2022-02-19 10:00:00,0.0001,-2.1e-05,20344.738,37.29,40325.48,40057.7,40191.59,40459.37,39923.81,40593.26,39789.92,-205.61,-251.38,45.77,12.8,27.88,43.36,50.93,1398.7207142857146,44.37,249.0899999999965,-115.63,-2.69,40123.27,39978.82,516.8700000000026,-18.69000000000233,36.31999999999971,180.7699999999968,-32.71,7.289999999999999,-15.079999999999998,45.76999999999998,PositionState,lower,39942.5,40159.5,0.0,-217.0,189.0,-217.0,5.75,0
1080,1212,1645329600000.0,39789.0,39826.0,39480.5,39549.5,3472.058,137607990.4475,2022-02-20 04:00:00,0.0001,-2.1e-05,20609.762,34.81,40082.91,39817.19,39950.05,40215.77,39684.33,40348.63,39551.47,-123.65,-111.59,-12.05,11.85,28.28,27.57,34.46,1532.1997142857147,117.44,400.5500000000029,86.75,-6.2,39905.0,39700.95,666.2699999999968,134.83000000000175,151.4499999999971,355.5,-35.19,4.810000000000002,-16.43,-12.060000000000002,PositionState,lower,39549.5,38819.0,0.0,730.5,1417.0,0.0,1087.842105263158,0
1112,1244,1645444800000.0,37549.5,37742.5,37361.0,37503.0,8840.924,331770103.901,2022-02-21 12:00:00,3.534e-05,-0.000784,20245.702,29.99,39129.78,38085.69,38607.73,39651.82,37563.64,40173.86,37041.6,-210.1,-92.96,-117.13,14.51,38.08,27.53,33.6,4860.152714285715,313.68,1104.7300000000032,253.4,-2.11,38688.05,37799.69,2148.8199999999997,60.63999999999942,296.6900000000023,1185.050000000003,-40.010000000000005,-0.010000000000001563,-23.57,-117.14,PositionState,lower,37503.0,38659.5,0.0,-1156.5,0.0,-1156.5,-394.0,0
1175,1307,1645671600000.0,35896.0,35910.0,34641.5,34902.0,20841.608,735987310.607,2022-02-24 03:00:00,-0.00016121,-0.001687,19431.646,19.83,38410.02,36275.16,37342.59,39477.46,35207.72,40544.89,34140.29,-535.91,-207.22,-328.68,8.12,43.31,31.31,30.43,5778.655857142857,1224.38,2440.5899999999965,1083.03,-12.38,36904.05,35678.62,4575.459999999999,305.72000000000116,776.6200000000026,2002.050000000003,-50.17,-10.170000000000002,-35.190000000000005,-328.68999999999994,PositionState,lower,34902.0,36115.0,0.0,-1213.0,261.0,-1213.0,-417.85714285714283,0
1246,1378,1645927200000.0,38214.5,38564.5,38169.5,38509.0,2290.219,87967045.8565,2022-02-27 02:00:00,-4.07e-05,-0.000619,19211.106,41.54,39244.33,38683.77,38964.05,39524.62,38403.49,39804.9,38123.21,-57.63,50.49,-108.13,17.03,26.58,21.22,22.96,2360.842214285715,41.06,455.0500000000029,174.78,-2.07,38971.33,38548.13,1015.6200000000026,-105.51000000000204,39.12999999999738,462.33000000000175,-28.46,11.54,-9.549999999999997,-108.12,PositionState,lower,38509.0,39068.5,0.0,-559.5,0.0,-559.5,-185.25,0
1264,1396,1645992000000.0,37567.0,38290.0,37257.5,37928.0,9928.881,374714246.0285,2022-02-27 20:00:00,-2.734e-05,-0.000704,18346.008,38.58,39289.54,38288.94,38789.24,39789.85,37788.63,40290.15,37288.33,-152.1,-20.76,-131.34,14.15,32.17,16.47,17.23,5688.894214285715,579.89,861.239999999998,226.91,-3.71,38807.27,38097.06,1861.8499999999985,-139.37000000000262,169.05999999999767,879.2699999999968,-31.42,8.579999999999998,-18.020000000000003,-131.34,PositionState,lower,37928.0,38325.0,0.0,-397.0,570.0,-397.0,127.58333333333333,0
1356,1488,1646323200000.0,42519.5,42739.0,42227.0,42400.5,8040.643,341562132.292,2022-03-03 16:00:00,0.0001,-0.000331,19127.801,34.13,43819.91,42951.3,43385.6,44254.22,42516.99,44688.52,42082.68,-217.57,-118.07,-99.5,14.57,29.11,17.86,22.01,4225.700857142858,444.22,985.0999999999985,369.58,-3.3,43235.94,42718.07,1853.7200000000012,116.48999999999796,317.5699999999997,835.4400000000023,-35.87,4.130000000000003,-14.54,-99.5,PositionState,lower,42400.5,39409.0,0.0,2991.5,3675.0,-80.0,1955.82,0
1422,1554,1646560800000.0,38686.5,38718.0,38120.0,38260.5,8782.517,336709988.4675,2022-03-06 10:00:00,-0.00012523,-4.6e-05,19180.122,25.12,39513.46,38911.45,39212.46,39814.47,38610.44,40115.48,38309.43,-195.5,-126.74,-68.76,11.01,43.67,32.37,36.67,2742.4692857142863,551.87,951.9599999999991,459.12,-9.58,39175.38,38619.04,1553.9700000000012,349.9400000000023,358.5400000000009,914.8799999999974,-44.879999999999995,-4.879999999999999,-32.660000000000004,-68.76,PositionState,lower,38260.5,39201.0,0.0,-940.5,0.0,-940.5,-415.2142857142857,0
1439,1571,1646622000000.0,37771.0,37959.0,37579.0,37876.0,4537.046,171307852.399,2022-03-07 03:00:00,9.72e-05,0.000252,18878.534,32.39,39010.1,38245.19,38627.64,39392.55,37862.73,39775.01,37480.27,-292.33,-208.59,-83.74,14.28,39.02,27.13,29.9,3610.020428571429,-147.81,751.6399999999994,-0.63,-0.68,38464.16,37986.04,1516.550000000003,-13.269999999996799,110.04000000000087,588.1600000000035,-37.61,2.3900000000000006,-24.740000000000002,-83.73999999999998,PositionState,lower,37876.0,38542.0,0.0,-666.0,0.0,-666.0,-219.25,0
1456,1588,1646683200000.0,37284.5,37762.5,37139.0,37559.0,4627.054,173423842.947,2022-03-07 20:00:00,0.0001,-0.000595,19264.165,38.15,38758.36,37828.9,38293.63,39223.09,37364.17,39687.82,36899.44,-187.41,-119.2,-68.21,17.71,34.03,22.98,26.36,5538.513285714286,233.94,734.6299999999974,95.66,-1.61,38401.61,37683.62,1664.0899999999965,-194.83000000000175,124.62000000000262,842.6100000000006,-31.85,8.149999999999999,-16.32,-68.21,PositionState,lower,37559.0,38262.0,0.0,-703.0,0.0,-703.0,-442.6666666666667,0
1513,1645,1646888400000.0,39533.0,39533.0,38722.0,39173.0,9975.534,391139400.8215,2022-03-10 05:00:00,0.0001,-0.000476,18644.496,27.5,41933.53,40144.98,41039.26,42827.8,39250.71,43722.08,38356.43,-127.67,288.65,-416.33,14.17,40.06,40.16,44.93,4419.925642857143,295.39,1866.260000000002,1028.19,-10.1,40961.72,39698.87,3654.800000000003,77.70999999999913,525.8700000000026,1788.7200000000012,-42.5,-2.5,-25.89,-416.32,PositionState,lower,39173.0,39909.0,0.0,-736.0,914.0,-736.0,69.87096774193549,0
1580,1712,1647129600000.0,38793.0,38938.5,38702.5,38918.0,1814.825,70502696.3255,2022-03-13 00:00:00,0.0001,-3.3e-05,19278.334,45.8,39125.92,38933.26,39029.59,39222.26,38836.93,39318.59,38740.6,-32.89,-15.98,-16.9,16.34,24.15,8.93,8.23,2034.220928571429,32.74,111.58999999999651,51.12,-2.13,39026.22,38926.39,304.26000000000204,-81.06999999999971,8.389999999999418,108.22000000000116,-24.200000000000003,15.799999999999997,-7.809999999999999,-16.91,PositionState,lower,38918.0,39138.0,0.0,-220.0,0.0,-220.0,-99.66666666666667,0
1592,1724,1647172800000.0,38740.0,38769.0,38365.0,38518.0,5738.648,221149165.6105,2022-03-13 12:00:00,-3.731e-05,4.7e-05,20454.7,31.89,39124.75,38819.06,38971.9,39277.59,38666.22,39430.43,38513.37,-68.45,-21.8,-46.65,14.08,31.14,11.5,9.82,1777.5700000000004,365.89,453.90000000000146,201.15,-5.62,38964.16,38695.94,759.5899999999965,148.22000000000116,177.94000000000233,446.1600000000035,-38.11,1.8900000000000006,-17.060000000000002,-46.650000000000006,PositionState,lower,38518.0,38980.0,0.0,-462.0,0.0,-462.0,-312.92857142857144,0
1603,1735,1647212400000.0,37722.0,37887.0,37555.0,37756.0,3640.414,137415216.8815,2022-03-13 23:00:00,-1.752e-05,-0.00018,19620.16999999,24.8,39062.96,38298.2,38680.58,39445.33,37915.82,39827.71,37533.44,-213.69,-101.98,-111.71,10.71,41.22,19.01,13.42,2817.392571428572,157.1,924.5800000000017,458.15,-2.5,38607.83,37998.32,1689.3300000000017,159.8199999999997,242.3199999999997,851.8300000000017,-45.2,-5.199999999999999,-30.509999999999998,-111.71,PositionState,lower,37756.0,38505.0,0.0,-749.0,0.0,-749.0,-292.6666666666667,0
1701,1833,1647565200000.0,40315.5,40532.0,40249.5,40505.0,3148.649,127253197.2355,2022-03-18 01:00:00,0.0001,-0.000886,21044.927,45.25,40918.84,40587.69,40753.26,41084.42,40422.11,41250.0,40256.53,7.92,76.11,-68.19,15.48,25.46,16.87,21.11,2520.528071428572,143.44,248.26000000000204,-15.05,-2.06,40744.88,40556.11,579.4199999999983,-82.88999999999942,51.11000000000058,239.87999999999738,-24.75,15.25,-9.98,-68.19,PositionState,lower,40505.0,40726.5,0.0,-221.5,24.0,-221.5,-55.4,0
1766,1898,1647799200000.0,41040.0,41224.5,40951.0,41220.0,2246.387,92394497.489,2022-03-20 18:00:00,0.0001,-6e-05,21961.38499999,35.26,41858.44,41279.67,41569.06,42147.82,40990.29,42437.21,40700.91,-145.99,-63.01,-82.97,7.43,28.6,31.91,28.89,2471.843928571429,104.93,349.0599999999977,78.16,0.67,41418.88,41209.38,927.8199999999997,-229.70999999999913,-10.62000000000262,198.87999999999738,-34.74,5.259999999999998,-21.17,-82.98000000000002,PositionState,lower,41220.0,41304.0,0.0,-84.0,434.5,-206.5,82.40625,0
1990,2122,1648605600000.0,46866.0,47284.5,46803.0,47196.0,2669.145,125687238.937,2022-03-30 02:00:00,-2.96e-05,-0.000216,23351.495,46.28,47607.8,47149.3,47378.55,47837.06,46920.04,48066.31,46690.79,-39.3,40.61,-79.92,15.29,31.17,22.35,28.31,3484.3480000000004,-140.67,182.5500000000029,80.91,-0.33,47332.0,47144.15,641.0599999999977,-275.9599999999991,-51.849999999998545,136.0,-23.72,16.28,-15.880000000000003,-79.91,PositionState,lower,47196.0,47415.0,0.0,-219.0,0.0,-219.0,-109.5,0
2026,2158,1648735200000.0,46929.5,46930.0,46200.0,46700.0,16175.059,752096922.1124998,2022-03-31 14:00:00,4.928e-05,0.000167,24867.804,38.51,47282.58,46976.48,47129.53,47435.63,46823.42,47588.68,46670.37,-58.36,-33.36,-24.99,15.3,32.09,14.01,17.08,3197.482785714286,1036.52,429.52999999999884,43.81,-19.6,47128.83,46902.48,735.6299999999974,123.41999999999825,202.4800000000032,428.83000000000175,-31.490000000000002,8.509999999999998,-16.790000000000003,-25.0,PositionState,lower,46700.0,45410.5,0.0,1289.5,2309.0,0.0,1342.9791666666667,0
2079,2211,1648926000000.0,45837.0,46240.0,45817.0,46112.0,1884.188,86832452.67299998,2022-04-02 19:00:00,0.0001,-0.000209,21686.375,45.11,46593.98,46122.83,46358.4,46829.56,45887.25,47065.14,45651.67,11.26,108.62,-97.36,12.89,29.42,21.87,22.43,2692.908571428572,39.47,246.40000000000146,110.16,-1.05,46390.61,46109.52,717.5599999999977,-224.75,-2.4800000000032014,278.6100000000006,-24.89,15.11,-16.53,-97.36,PositionState,lower,46112.0,46361.0,0.0,-249.0,342.0,-249.0,73.6,0
2109,2241,1649034000000.0,45851.0,46050.0,45731.0,45850.5,3500.181,160588718.4035,2022-04-04 01:00:00,0.0001,-0.000225,22330.603,40.99,46575.75,46082.37,46329.06,46822.43,45835.68,47069.12,45588.99,-13.27,46.86,-60.13,25.28,21.94,20.13,22.37,3517.1136428571435,135.36,478.5599999999977,150.36,-4.39,46393.22,46025.87,971.9300000000003,-14.819999999999709,175.37000000000262,542.7200000000012,-29.009999999999998,10.990000000000002,3.34,-60.129999999999995,PositionState,lower,45850.5,46161.5,0.0,-311.0,0.0,-384.5,-220.15384615384616,0
2126,2258,1649095200000.0,45378.0,45540.0,45097.5,45510.0,3670.598,166281490.4755,2022-04-04 18:00:00,0.0001,6.3e-05,24845.289,38.69,46194.32,45692.9,45943.61,46445.03,45442.19,46695.74,45191.48,-178.46,-113.11,-65.35,14.08,26.72,13.57,15.23,2883.454571428572,60.09,433.6100000000006,-221.6,-1.38,45828.83,45541.23,935.0299999999988,-67.80999999999767,31.2300000000032,318.83000000000175,-31.310000000000002,8.689999999999998,-12.639999999999999,-65.35000000000001,PositionState,lower,45510.0,46309.5,0.0,-799.5,0.0,-799.5,-402.1666666666667,0
2147,2279,1649170800000.0,45818.0,45898.0,45660.0,45762.0,3809.087,174331212.339,2022-04-05 15:00:00,0.0001,-7e-06,23141.688,35.2,46644.28,46108.67,46376.47,46912.08,45840.86,47179.89,45573.06,-10.26,89.5,-99.77,20.7,28.65,18.38,17.21,3294.9731428571436,200.77,614.4700000000012,-80.28,-4.03,46444.38,45974.59,1150.0800000000017,78.86000000000058,212.5899999999965,682.3799999999974,-34.8,5.200000000000003,-7.949999999999999,-99.76,PositionState,lower,45762.0,43739.5,0.0,2022.5,2871.5,-275.5,1264.4777777777779,0
2216,2348,1649419200000.0,43296.0,43401.0,43089.0,43158.0,3412.908,147637658.827,2022-04-08 12:00:00,0.0001,3.8e-05,23821.543,37.31,43665.28,43374.59,43519.93,43810.62,43229.24,43955.97,43083.9,-76.07,-62.21,-13.86,15.27,24.75,20.6,27.69,2255.272285714286,143.75,361.9300000000003,83.19,-5.01,43531.38,43301.55,652.6200000000026,71.23999999999796,143.5500000000029,373.3799999999974,-32.69,7.310000000000002,-9.48,-13.859999999999992,PositionState,lower,43158.0,43734.5,0.0,-576.5,235.5,-576.5,-113.66666666666667,0
2222,2354,1649440800000.0,42994.0,43326.0,42346.0,42929.5,12224.942,522627894.763,2022-04-08 18:00:00,0.0001,-0.000429,23228.991,39.1,43652.76,43145.68,43399.22,43906.3,42892.15,44159.83,42638.61,-122.4,-83.04,-39.36,16.63,35.44,19.81,23.57,5102.079142857144,794.57,469.72000000000116,120.48,-8.29,43295.72,43083.95,976.8000000000029,-37.349999999998545,154.4499999999971,366.22000000000116,-30.9,9.100000000000001,-18.81,-39.36,PositionState,lower,42929.5,42547.5,0.0,382.0,761.5,0.0,468.3125,0
2275,2407,1649631600000.0,42103.0,42375.5,41973.5,42137.0,5558.813,234611302.6175,2022-04-10 23:00:00,-1.954e-05,-0.000414,22632.855,35.77,42932.23,42390.94,42661.59,43202.88,42120.29,43473.52,41849.65,-25.1,37.12,-62.23,18.57,33.24,26.55,23.0,3404.1593571428575,288.74,524.5899999999965,149.81,-5.07,42760.72,42316.77,1065.8799999999974,-16.709999999999127,179.7699999999968,623.7200000000012,-34.23,5.770000000000003,-14.670000000000002,-62.22,PositionState,lower,42137.0,40349.0,0.0,1788.0,2758.0,-148.0,1365.2702702702702,0
2320,2452,1649793600000.0,39285.5,39600.0,39241.0,39511.0,4088.948,161193455.1725,2022-04-12 20:00:00,-0.00020802,-0.000156,23458.485,37.79,40343.97,39677.32,40010.64,40677.29,39344.0,41010.61,39010.67,-262.13,-248.48,-13.64,10.24,25.01,36.36,47.85,5086.52342857143,44.04,499.6399999999994,-40.43,-0.17,39960.61,39542.88,1166.2900000000009,-167.0,31.87999999999738,449.6100000000006,-32.21,7.789999999999999,-14.770000000000001,-13.650000000000006,PositionState,lower,39511.0,40055.0,0.0,-544.0,0.0,-544.0,-254.25,0
